Gene symbol	MDA-MB-231
HNRNPAB	1831
PHYKPL	18
COL23A1	0
CLK4	107
ZNF354A	220
AACSP1	0
ZNF354B	9
ZFP2	0
ZNF454	0
GRM6	2
ZNF879	3
ZNF354C	0
ADAMTS2	1
RUFY1	836
LOC101928445	16
HNRNPH1	6414
C5orf60	0
CBY3	0
CANX	5952
MAML1	179
LTC4S	0
MGAT4B	1375
SQSTM1	2877
C5orf45	314
TBC1D9B	284
RNF130	116
RASGEF1C	0
MAPK9	547
GFPT2	322
CNOT6	752
SCGB3A1	0
FLT4	0
OR2Y1	0
MGAT1	974
HEIH	281
LINC00847	44
ZFP62	81
BTNL8	0
BTNL3	0
BTNL9	0
OR2V1	0
OR2V2	0
LOC102577426	0
TRIM7	79
TRIM41	264
GNB2L1	14318
SNORD96A	2
SNORD95	3
CTC-338M12.4	51
TRIM52	80
TRIM52-AS1	209
LOC100132062	0
LOC100133331	55
OR4F16	0
LINC00266-3	0
LOC285766	0
DUSP22	489
IRF4	0
EXOC2	323
HUS1B	1
LOC101927691	0
LOC285768	0
FOXQ1	900
FOXF2	53
FOXCUT	1
FOXC1	442
GMDS	202
GMDS-AS1	8
LINC01600	1
MYLK4	2
WRNIP1	556
SERPINB1	980
SERPINB9P1	1
LOC101927730	2
SERPINB9	293
SERPINB6	624
LINC01011	16
NQO2	333
HTATSF1P2	75
RIPK1	627
BPHL	269
TUBB2A	986
LOC100507194	0
TUBB2B	106
PSMG4	587
SLC22A23	81
PXDC1	240
FAM50B	31
PRPF4B	1355
FAM217A	0
C6orf201	9
ECI2	496
LOC100507506	0
LOC102724096	0
KU-MEL-3	0
CDYL	451
RPP40	179
LOC100129461	29
PPP1R3G	22
LYRM4	301
FARS2	240
LOC101927972	0
LOC101927950	0
NRN1	1
F13A1	8
LY86-AS1	1
LY86	0
RREB1	114
SSR1	1883
CAGE1	1
RIOK1	296
DSP	464
SNRNP48	380
BMP6	916
TXNDC5	1039
BLOC1S5-TXNDC5	1033
PIP5K1P1	5
EEF1E1-BLOC1S5	124
BLOC1S5	122
EEF1E1	407
SCARNA27	1
SLC35B3	147
LOC100506207	0
HULC	0
TFAP2A	84
TFAP2A-AS1	14
LINC00518	2
GCNT2	919
C6orf52	194
PAK1IP1	226
TMEM14C	879
TMEM14B	1483
MAK	33
GCM2	0
SYCP2L	44
LOC101928191	0
ELOVL2	1
ELOVL2-AS1	0
SMIM13	381
ERVFRD-1	6
NEDD9	51
TMEM170B	23
ADTRP	8
LOC101928253	0
HIVEP1	141
EDN1	200
RNU6-48P	0
PHACTR1	0
LOC100130357	3
TBC1D7	115
GFOD1	138
SIRT5	169
NOL7	1943
RANBP9	290
MCUR1	283
RNF182	51
CD83	204
LINC01108	0
JARID2	1297
JARID2-AS1	0
DTNBP1	745
MYLIP	192
GMPR	265
ATXN1	149
STMND1	0
RBM24	71
CAP2	268
LOC101928491	3
FAM8A1	71
NUP153	522
KIF13A	441
NHLRC1	34
TPMT	29
KDM1B	22
DEK	4201
RNF144B	27
LOC101928519	0
ID4	1
MBOAT1	42
E2F3	844
CDKAL1	101
LINC00581	0
SOX4	773
CASC15	0
NBAT1	0
PRL	0
HDGFL1	0
NRSN1	0
DCDC2	0
KAAG1	0
MRS2	75
GPLD1	10
ALDH5A1	11
KIAA0319	2
TDP2	144
ACOT13	460
C6orf62	598
GMNN	476
C6orf229	0
FAM65B	0
CMAHP	0
LOC101928663	1
LRRC16A	37
SCGN	0
HIST1H2AA	0
HIST1H2BA	6
HIST1H2APS1	0
SLC17A4	0
SLC17A1	0
SLC17A3	0
SLC17A2	0
TRIM38	383
HIST1H1A	0
HIST1H3A	11
HIST1H4A	2
HIST1H4B	17
HIST1H3B	11
HIST1H2AB	12
HIST1H2BB	0
HIST1H3C	10
HIST1H1C	608
HFE	27
HIST1H4C	2294
HIST1H1T	0
HIST1H2BC	14
HIST1H2AC	2
HIST1H1E	38
HIST1H2BD	60
HIST1H2BE	1
HIST1H4D	0
HIST1H3D	0
HIST1H2AD	0
HIST1H2BF	0
HIST1H4E	0
HIST1H2BG	0
HIST1H2AE	0
HIST1H3E	0
HIST1H1D	1
HIST1H4F	0
HIST1H4G	0
HIST1H3F	0
HIST1H2BH	0
HIST1H3G	0
HIST1H2BI	0
HIST1H4H	12
BTN3A2	245
BTN2A2	129
BTN3A1	157
BTN2A3P	20
BTN3A3	53
BTN2A1	249
LOC285819	29
BTN1A1	0
HCG11	39
HMGN4	522
ABT1	2313
ZNF322	96
GUSBP2	1
LINC00240	8
LOC100270746	26
HIST1H2BJ	2
HIST1H2AG	18
HIST1H2BK	530
HIST1H4I	1
HIST1H2AH	9
PRSS16	0
POM121L2	0
VN1R10P	0
ZNF204P	7
ZNF391	3
ZNF184	29
LINC01012	4
LOC100131289	0
HIST1H2BL	2
HIST1H2AI	29
HIST1H3H	5
HIST1H2AJ	33
HIST1H2BM	0
HIST1H4J	26
HIST1H4K	19
HIST1H2AK	2
HIST1H2BN	1
HIST1H2AL	2
HIST1H1B	0
HIST1H3I	0
HIST1H4L	0
HIST1H3J	0
HIST1H2AM	6
HIST1H2BO	5
OR2B2	0
OR2B6	1
ZNF165	18
ZSCAN12P1	1
ZSCAN16-AS1	117
ZSCAN16	29
ZKSCAN8	81
ZNF192P1	2
TOB2P1	36
ZSCAN9	114
ZKSCAN4	92
NKAPL	1
ZSCAN26	53
PGBD1	116
ZSCAN31	5
ZKSCAN3	117
ZSCAN12	35
ZSCAN23	1
GPX6	0
GPX5	0
ZBED9	1
LOC401242	1
HCG14	1
TRIM27	305
LINC01556	3
ZNF311	17
LOC100129636	1
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	1
SNORD32B	0
OR2H2	0
GABBR1	366
MOG	2
ZFP57	0
HLA-F	52
HLA-F-AS1	25
IFITM4P	1
HCG4	0
LOC554223	0
HLA-G	6
HLA-H	732
HCG4B	4
HLA-A	7759
HCG9	1
ZNRD1-AS1	9
HLA-J	442
HCG8	6
ZNRD1	327
PPP1R11	377
RNF39	147
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	301
HCG17	6
HLA-L	18
HCG18	58
TRIM39	3
TRIM39-RPP21	14
RPP21	1092
HLA-E	1932
GNL1	313
PRR3	141
ABCF1	2494
PPP1R10	1926
MRPS18B	2639
ATAT1	143
C6orf136	381
DHX16	366
PPP1R18	1210
NRM	416
MDC1	417
TUBB	38223
FLOT1	752
IER3	48368
LINC00243	4
DDR1	583
GTF2H4	336
VARS2	110
SFTA2	0
DPCR1	1
MUC21	0
MUC22	1
HCG22	0
C6orf15	0
PSORS1C1	39
CDSN	10
PSORS1C2	1
CCHCR1	614
TCF19	624
POU5F1	21
PSORS1C3	1
HCG27	6
HLA-C	2259
HLA-B	3909
MICA	421
HCP5	34
HCG26	0
MICB	573
MCCD1	73
DDX39B	909
ATP6V1G2-DDX39B	897
SNORD117	0
SNORD84	0
ATP6V1G2	6
NFKBIL1	289
LTA	1
TNF	1
LTB	153
LST1	0
NCR3	0
AIF1	0
PRRC2A	373
SNORA38	0
BAG6	1354
APOM	7
C6orf47	390
GPANK1	358
CSNK2B	1331
LY6G5B	3
LY6G5C	13
ABHD16A	356
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	1
C6orf25	4
DDAH2	1209
CLIC1	11715
MSH5	78
MSH5-SAPCD1	75
SAPCD1	0
SAPCD1-AS1	51
VWA7	0
VARS	299
LSM2	1392
HSPA1L	24
HSPA1A	637
HSPA1B	724
C6orf48	3351
SNORD48	0
SNORD52	1
NEU1	657
SLC44A4	10
EHMT2	169
C2	56
ZBTB12	0
C2-AS1	2
CFB	210
NELFE	843
SKIV2L	273
DXO	84
STK19	429
C4A	3
C4B	5
C4B_2	0
CYP21A2	6
CYP21A1P	4
TNXB	12
TNXA	4
ATF6B	277
FKBPL	177
PRRT1	17
LOC100507547	36
PPT2	157
PPT2-EGFL8	0
EGFL8	1657
AGPAT1	1890
RNF5	1
RNF5P1	405
AGER	16
PBX2	790
GPSM3	253
NOTCH4	3
C6orf10	0
HCG23	5
BTNL2	0
HLA-DRA	879
HLA-DRB5	26
HLA-DRB6	65
HLA-DRB1	757
HLA-DQA1	0
HLA-DQB1	27
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	2
TAP2	1394
PSMB8	779
PSMB8-AS1	336
TAP1	288
PSMB9	323
LOC100294145	277
HLA-DMB	84
HLA-DMA	100
BRD2	1903
HLA-DOA	12
HLA-DPA1	223
HLA-DPB1	203
HLA-DPB2	0
COL11A2	4
RXRB	420
SLC39A7	1309
HSD17B8	113
RING1	336
HCG25	10
VPS52	299
RPS18	8467
B3GALT4	12
WDR46	958
PFDN6	907
RGL2	339
TAPBP	3292
ZBTB22	314
DAXX	816
KIFC1	2257
PHF1	413
CUTA	1197
SYNGAP1	40
ZBTB9	136
BAK1	229
GGNBP1	0
LINC00336	2
ITPR3	825
UQCC2	267
IP6K3	1
LEMD2	349
MLN	0
LINC01016	0
GRM4	1
HMGA1	40099
C6orf1	1988
NUDT3	593
RPS10-NUDT3	587
RPS10	9095
PACSIN1	8
SPDEF	162
C6orf106	2118
SNRPC	4826
UHRF1BP1	134
TAF11	524
ANKS1A	98
TCP11	0
SCUBE3	184
ZNF76	1181
DEF6	64
PPARD	149
FANCE	366
RPL10A	6264
TEAD3	290
TULP1	1
FKBP5	339
LOC285847	1
ARMC12	0
CLPSL2	6
CLPSL1	2
CLPS	0
LHFPL5	0
SRPK1	1733
SLC26A8	7
MAPK14	680
MAPK13	684
BRPF3	201
PNPLA1	0
C6orf222	0
ETV7	4
PXT1	0
KCTD20	1145
STK38	2228
SRSF3	2264
PANDAR	7
CDKN1A	363
RAB44	0
CPNE5	51
PPIL1	2090
C6orf89	1332
PI16	6
MTCH1	4494
FGD2	0
PIM1	1486
TMEM217	15
TBC1D22B	129
RNF8	808
CMTR1	469
CCDC167	415
LOC100505530	0
MDGA1	13
ZFAND3	1321
BTBD9	151
GLO1	2617
DNAH8	0
LOC100131047	0
GLP1R	0
SAYSD1	269
KCNK5	0
KCNK17	0
KCNK16	0
KIF6	0
DAAM2	12
LOC100505635	0
MOCS1	40
LINC00951	0
TDRG1	0
LRFN2	0
LOC101929555	3
UNC5CL	32
TSPO2	0
APOBEC2	32
OARD1	362
NFYA	321
ADCY10P1	3
TREML1	0
TREM2	0
TREML2	0
TREML3P	0
TREML4	0
TREML5P	0
TREM1	0
NCR2	0
LINC01276	2
FOXP4-AS1	37
FOXP4	135
MDFI	0
TFEB	53
PGC	0
FRS3	9
PRICKLE4	0
TOMM6	11839
USP49	285
MED20	235
BYSL	622
CCND3	1633
TAF8	348
C6orf132	558
GUCA1A	0
GUCA1B	22
MRPS10	1540
TRERF1	235
UBR2	356
PRPH2	9
ATP6V0CP3	2
TBCC	954
GLTSCR1L	223
RPL7L1	1081
C6orf226	281
PTCRA	0
CNPY3	608
GNMT	34
PEX6	169
PPP2R5D	4074
MEA1	3934
KLHDC3	795
RRP36	899
CUL7	89
MRPL2	267
KLC4	97
PTK7	159
SRF	3064
CUL9	128
DNPH1	880
TTBK1	1
SLC22A7	0
CRIP3	0
ZNF318	387
ABCC10	126
DLK2	98
TJAP1	383
LRRC73	13
YIPF3	438
POLR1C	289
XPO5	1006
POLH	1489
GTPBP2	508
MAD2L1BP	517
RSPH9	1
MRPS18A	523
VEGFA	3722
LINC01512	0
LOC101929705	306
C6orf223	17
MRPL14	1645
TMEM63B	1052
CAPN11	3
SLC29A1	816
HSP90AB1	31296
SLC35B2	497
NFKBIE	165
TMEM151B	1
TCTE1	0
AARS2	168
SPATS1	0
CDC5L	617
SUPT3H	109
RUNX2	183
CLIC5	4
ENPP4	98
ENPP5	1
RCAN2	1
LOC101926915	0
LOC101926898	0
CYP39A1	5
SLC25A27	48
TDRD6	3
PLA2G7	0
ANKRD66	0
MEP1A	0
ADGRF5	2105
LOC101926962	7
ADGRF1	1350
TNFRSF21	4412
CD2AP	399
ADGRF2	1
ADGRF4	8
OPN5	0
PTCHD4	1
MUT	178
CENPQ	195
GLYATL3	0
C6orf141	5
RHAG	0
CRISP2	0
CRISP3	0
PGK2	0
LOC101927020	0
LOC101927048	1
CRISP1	0
DEFB133	0
DEFB114	0
DEFB113	0
DEFB110	0
DEFB112	0
TFAP2D	0
TFAP2B	0
PKHD1	4
LOC101927082	0
LINCMD1	0
IL17A	0
IL17F	0
MCM3	2107
PAQR8	55
EFHC1	45
TRAM2	2748
TRAM2-AS1	66
LOC730101	20
TMEM14A	308
GSTA7P	0
GSTA2	0
GSTA1	0
GSTA5	0
GSTA3	0
GSTA4	53
ICK	194
FBXO9	442
GCM1	0
ELOVL5	920
RPS16P5	0
GCLC	128
LOC101927136	0
LINC01564	0
KLHL31	0
LRRC1	93
LOC101927189	0
MLIP-IT1	0
MLIP	0
TINAG	0
FAM83B	0
HCRTR2	0
GFRAL	0
HMGCLL1	0
BMP5	1
COL21A1	0
RNU6-71P	0
DST	1423
LOC101930010	16
BEND6	6
KIAA1586	264
ZNF451	1315
LOC101927211	0
BAG2	265
RAB23	344
LOC100506188	0
PRIM2	65
GUSBP4	35
MTRNR2L9	254
KHDRBS2	0
LGSN	1
PTP4A1	2994
PHF3	801
EYS	2
LOC441155	49
SLC25A51P1	2
LOC102723883	0
LOC101928280	0
LOC101928307	0
ADGRB3	0
LMBRD1	164
COL19A1	4
COL9A1	0
EVADR	3
FAM135A	74
SDHAF4	53
SMAP1	429
B3GAT2	181
OGFRL1	238
LINC00472	328
LOC102724000	0
RIMS1	0
KCNQ5	40
KCNQ5-IT1	46
KCNQ5-AS1	0
KHDC1L	9
KHDC1	298
DPPA5	0
KHDC3L	0
OOEP	1
DDX43	5
MB21D1	20
MTO1	61
EEF1A1	10293
SLC17A5	381
LOC101928489	0
CD109	0
LOC101928516	0
COL12A1	136
COX7A2	1871
TMEM30A	1852
LOC100506804	5
FILIP1	2
LOC101928540	0
SENP6	182
MYO6	820
IMPG1	0
HTR1B	0
MEI4	0
IRAK1BP1	5
PHIP	944
HMGN3	366
HMGN3-AS1	3
LOC80078	0
LCA5	18
SH3BGRL2	15
RNY4	0
C6orf7	0
ELOVL4	0
TTK	383
BCKDHB	23
FAM46A	82
LINC01526	0
IBTK	597
TPBG	187
UBE3D	31
DOPEY1	129
PGM3	427
RWDD2A	0
ME1	128
PRSS35	2
SNAP91	27
RIPPLY2	0
CYB5R4	93
MRAP2	0
CEP162	44
LINC01611	0
LOC102724201	0
TBX18	0
NT5E	4202
SNX14	738
SYNCRIP	1724
SNHG5	2980
SNORD50A	23
SNORD50B	3
HTR1E	0
CGA	0
ZNF292	448
GJB7	0
SMIM8	25
C6orf163	2
LINC01590	6
C6orf165	1
SLC35A1	75
RARS2	99
ORC3	57
AKIRIN2	132
LOC101928911	0
SPACA1	0
CNR1	0
LOC101928936	0
RNGTT	228
PNRC1	178
SRSF12	5
PM20D2	266
GABRR1	0
GABRR2	0
UBE2J1	386
RRAGD	183
ANKRD6	59
LYRM2	1083
LOC101929057	7
MDN1	353
CASP8AP2	199
GJA10	0
BACH2	38
MAP3K7	497
CASC6	0
EPHA7	0
TSG1	0
MANEA-AS1	0
MANEA	30
FUT9	0
UFL1	177
FHL5	0
GPR63	16
NDUFAF4	169
KLHL32	0
MMS22L	51
LOC101927314	3
POU3F2	0
FBXL4	92
FAXC	20
COQ3	69
PNISR	1470
LOC101927365	0
USP45	27
TSTD3	24
CCNC	705
PRDM13	0
MCHR2	0
MCHR2-AS1	1
SIM1	0
ASCC3	211
GRIK2	5
HACE1	28
LINC00577	0
LIN28B	0
BVES	0
BVES-AS1	0
POPDC3	200
PREP	264
PRDM1	6
ATG5	171
AIM1	447
RTN4IP1	40
QRSL1	75
LOC100422737	0
C6orf203	162
BEND3	56
PDSS2	129
SOBP	1
SCML4	0
SEC63	786
OSTM1	221
NR2E1	0
SNX3	460
LACE1	22
FOXO3	427
LINC00222	0
ARMC2	0
ARMC2-AS1	1
SESN1	57
CEP57L1	42
LOC100996634	0
CCDC162P	0
CD164	153
PPIL6	1
SMPD2	35
MICAL1	55
ZBTB24	157
AK9	38
FIG4	37
GPR6	0
WASF1	99
CDC40	128
METTL24	0
DDO	2
SLC22A16	0
CDK19	303
AMD1	852
GTF3C6	486
RPF2	712
GSTM2P1	2
SLC16A10	7
KIAA1919	20
REV3L	148
TRAF3IP2-AS1	99
TRAF3IP2	383
FYN	130
WISP3	0
TUBE1	44
FAM229B	28
LAMA4	9
LOC101927640	0
RFPL4B	0
LOC101927686	0
MARCKS	2756
LINC01268	0
FLJ34503	2
HDAC2	1365
LOC101927768	0
HS3ST5	13
FRK	5
TPI1P3	9
NT5DC1	52
COL10A1	0
TSPYL4	38
TSPYL1	216
DSE	91
FAM26F	72
TRAPPC3L	0
FAM26E	5
FAM26D	3
RWDD1	1249
RSPH4A	19
ZUFSP	32
KPNA5	32
FAM162B	0
GPRC6A	0
RFX6	0
VGLL2	6
ROS1	0
DCBLD1	11
GOPC	500
LOC101927919	0
NUS1	215
SLC35F1	2
CEP85L	123
BRD7P3	0
PLN	0
LOC100287632	0
MCM9	19
ASF1A	99
FAM184A	4
MAN1A1	38
LOC285762	0
TBC1D32	9
GJA1	30
HSF2	1205
SERINC1	483
PKIB	6
FABP7	0
SMPDL3A	48
CLVS2	0
TRDN	0
HRAT13	0
NKAIN2	0
RNF217-AS1	1
RNF217	49
TPD52L1	40
HDDC2	344
LOC643623	0
HEY2	0
NCOA7	293
NCOA7-AS1	0
HINT3	84
TRMT11	59
CENPW	796
RSPO3	1
RNF146	203
ECHDC1	476
SOGA3	38
KIAA0408	19
C6orf58	1
THEMIS	0
PTPRK	291
LOC101928140	25
LAMA2	10
ARHGAP18	1429
TMEM244	0
L3MBTL3	27
SAMD3	0
TMEM200A	3
SMLR1	0
EPB41L2	1159
AKAP7	35
ARG1	0
MED23	153
ENPP3	0
OR2A4	1
CTAGE9	0
ENPP1	634
CTGF	1347
LINC01013	0
MOXD1	33
STX7	378
TAAR9	0
TAAR8	0
TAAR6	0
TAAR5	0
TAAR3	0
TAAR2	0
TAAR1	0
VNN1	62
VNN3	1
VNN2	25
SLC18B1	72
RPS12	14320
SNORD101	0
SNORD100	0
SNORA33	3
LINC00326	1
EYA4	56
TARID	4
LINC01312	2
TCF21	0
TBPL1	53
SLC2A12	84
HMGA1P7	5
SGK1	54
LOC101928231	1
LINC01010	0
LOC101928304	2
ALDH8A1	2
HBS1L	201
MYB	9
AHI1	159
LINC00271	0
PDE7B	52
MTFR2	80
BCLAF1	1132
MAP7	12
MAP3K5	316
LOC101928461	24
PEX7	70
SLC35D3	0
NHEG1	0
IL20RA	18
IL22RA2	0
IFNGR1	74
OLIG3	0
LOC102723649	0
LOC100507406	0
LOC100130476	0
TNFAIP3	67
PERP	669
ARFGEF3	298
PBOV1	1
HEBP2	522
NHSL1	21
FLJ46906	10
LOC100507462	1
CCDC28A	290
ECT2L	0
REPS1	298
ABRACL	1062
HECA	388
TXLNB	0
CITED2	399
LOC645434	0
LOC100132735	0
LOC100507477	0
LOC103352541	0
NMBR	0
VTA1	460
ADGRG6	169
LOC153910	0
HIVEP2	319
LINC01277	1
AIG1	202
ADAT2	104
PEX3	78
FUCA2	327
LOC285740	0
PHACTR2	309
LTV1	272
ZC2HC1B	0
PLAGL1	0
HYMAI	0
SF3B5	5751
STX11	3
UTRN	349
EPM2A	6
LOC100507557	6
FBXO30	98
SHPRH	56
GRM1	0
RAB32	275
LOC101928661	0
ADGB	0
KATNBL1P6	42
STXBP5-AS1	4
STXBP5	92
SAMD5	6
SASH1	336
UST	24
LOC100128176	0
TAB2	820
SUMO4	5
ZC3H12D	7
PPIL4	271
GINM1	20
RPS18P9	993
KATNA1	188
LATS1	116
NUP43	826
PCMT1	1069
LRP11	698
RAET1E-AS1	7
RAET1E	30
RAET1G	9
ULBP2	47
ULBP1	0
RAET1K	0
RAET1L	1
ULBP3	0
PPP1R14C	0
IYD	0
PLEKHG1	0
MTHFD1L	366
LOC102723831	1
AKAP12	1058
ZBTB2	116
RMND1	54
ARMT1	69
CCDC170	0
ESR1	0
SYNE1	84
SYNE1-AS1	0
MYCT1	0
VIP	0
FBXO5	255
MTRF1L	207
RGS17	12
OPRM1	1
IPCEF1	2
CNKSR3	68
SCAF8	188
TIAM2	141
TFB1M	267
CLDN20	0
NOX3	0
ARID1B	180
TMEM242	146
ZDHHC14	380
SNX9	235
SYNJ2	1896
SYNJ2-IT1	0
SERAC1	72
GTF2H5	867
TULP4	158
TMEM181	245
DYNLT1	829
SYTL3	6
EZR	2351
EZR-AS1	3
OSTCP1	16
C6orf99	0
RSPH3	6
TAGAP	0
LOC101929122	0
FNDC1	0
LOC102724053	0
SOD2	481
WTAP	650
LOC100129518	6
ACAT2	2823
TCP1	3243
SNORA20	0
SNORA29	0
MRPL18	441
PNLDC1	1
MAS1	0
IGF2R	1158
AIRN	0
LOC729603	20
SLC22A1	2
SLC22A2	0
SLC22A3	80
LPAL2	14
LPA	1
PLG	4
MAP3K4	212
AGPAT4	237
AGPAT4-IT1	22
PARK2	0
PACRG	0
LOC101929239	0
LOC729658	0
PACRG-AS1	0
DKFZp451B082	0
CAHM	12
QKI	3378
MEAT6	0
C6orf118	0
PDE10A	36
LINC00473	2
LINC00602	0
T	0
LOC101929297	0
PRR18	0
SFT2D1	196
LOC100289495	0
MPC1	116
RPS6KA2	128
RPS6KA2-IT1	0
RPS6KA2-AS1	0
RNASET2	331
FGFR1OP	462
CCR6	1
GPR31	0
TCP10L2	0
UNC93A	0
TTLL2	3
TCP10	0
LOC401286	2
LOC441178	3
LINC01558	0
MLLT4-AS1	1
MLLT4	599
HGC6.3	0
KIF25-AS1	0
KIF25	1
FRMD1	1
LOC101929420	0
DACT2	0
SMOC2	0
LOC101929504	0
THBS2	2
WDR27	15
C6orf120	494
PHF10	369
TCTE3	0
ERMARD	247
LINC00242	2
LINC00574	2
LOC102724511	0
LOC154449	0
LOC285804	0
FLJ38122	0
DLL1	1
FAM120B	135
PSMB1	14252
TBP	155
PDCD2	338
LOC401242	0
HCG14	0
TRIM27	0
ZNF311	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HCG4	0
LOC554223	0
HLA-H	0
HCG4B	0
HLA-A	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
GNL1	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
MUC21	0
MUC22	0
HCG22	0
MICB	0
MCCD1	0
DDX39B	0
SNORD117	0
TNF	0
LTB	0
LST1	0
NCR3	0
MSH5	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
LSM2	0
HSPA1L	0
HSPA1A	0
HSPA1B	0
C6orf48	0
SNORD48	0
SNORD52	0
NEU1	0
SLC44A4	0
EHMT2	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRB1	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
GPX5	0
ZBED9	0
LOC401242	0
HCG14	0
TRIM27	0
LINC01556	0
ZNF311	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HLA-F	0
HLA-F-AS1	0
IFITM4P	0
HCG4	0
LOC554223	0
HLA-G	0
HLA-H	0
HCG4B	0
HLA-A	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HLA-L	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
IER3	0
LINC00243	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
DPCR1	0
MUC21	0
MUC22	0
HCG22	0
C6orf15	0
PSORS1C1	0
CDSN	0
PSORS1C2	0
CCHCR1	0
TCF19	0
POU5F1	0
PSORS1C3	0
HCG27	0
HLA-C	0
HLA-B	0
MICA	0
HCP5	0
HCG26	0
MICB	0
MCCD1	0
DDX39B	0
SNORD117	0
SNORD84	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
AIF1	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
MSH5-SAPCD1	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
LSM2	0
HSPA1L	0
HSPA1A	0
HSPA1B	0
C6orf48	0
SNORD48	0
SNORD52	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
ZBTB12	0
C2-AS1	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
C4A	0
CYP21A2	0
CYP21A1P	0
TNXA	0
TNXB	0
ATF6B	0
FKBPL	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DRB1	0
HLA-DRB3	0
HLA-DRB6	0
HLA-DQB1	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
HCG25	0
VPS52	0
RPS18	0
B3GALT4	0
WDR46	0
PFDN6	0
RGL2	0
TAPBP	0
ZBTB22	0
DAXX	0
LOC401242	0
ZNF311	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HLA-F	0
HLA-F-AS1	0
IFITM4P	0
HCG4	0
